省,市,区（县）,小区名称,房屋面积,房屋类型（室）,房屋类型（厅）,房屋类型（卫）,总层数,楼层部位,房屋朝向,房屋建设年代,总价,单价
江苏省,苏州市,工业园区,东小桥弄,69,3,1,1,0,低,南,,185,26812
江苏省,苏州市,工业园区,东小桥弄,69,3,1,1,6,中,南,,190,27536
江苏省,苏州市,工业园区,东园映象,110,2,2,1,11,中,南,2009,160,14545
江苏省,苏州市,工业园区,东园映象,110,2,2,,16,中,南北,2003,180,16364
江苏省,苏州市,工业园区,东园映象,110,2,2,,16,中,南北,2003,180,16364
江苏省,苏州市,工业园区,东园映象,110,2,2,,16,中,南北,2003,180,16364
江苏省,苏州市,工业园区,东园映象,110,2,2,,16,中,南北,2003,180,16364
江苏省,苏州市,工业园区,东园映象,110,3,2,1,16,中,南北,2003,170,15455
江苏省,苏州市,工业园区,东园映象,109,2,2,1,28,中,南,2003,170,15596
江苏省,苏州市,工业园区,东苑怡景花园,210,5,3,3,0,低,南,,300,14286
江苏省,苏州市,工业园区,东振花园,100,3,2,1,11,中,东,2005,189,18900
江苏省,苏州市,工业园区,东振花园（东振小区）,79,2,2,1,6,低,南,1999,168,21266
江苏省,苏州市,工业园区,东振花园（东振小区）,79,2,2,1,6,低,南,1999,168,21266
江苏省,苏州市,工业园区,东振花园（东振小区）,79,2,2,1,6,低,南,1999,168,21266
江苏省,苏州市,工业园区,东振花园（东振小区）,72,2,2,1,6,中,南北,2006,150,20833
江苏省,苏州市,工业园区,东振花园（东振小区）,72,2,2,1,6,中,南北,2006,150,20833
江苏省,苏州市,工业园区,东振花园（东振小区）,72,2,2,1,6,中,南北,2006,150,20833
江苏省,苏州市,工业园区,东振花园（东振小区）,72,2,2,1,6,中,南北,2006,150,20833
江苏省,苏州市,工业园区,东振花园（东振小区）,72,2,2,1,6,中,南北,2006,146,20278
江苏省,苏州市,工业园区,东振花园（东振小区）,72,2,2,1,6,中,南北,2006,150,20833
江苏省,苏州市,工业园区,东振花园（东振小区）,72,2,2,1,6,中,南北,2006,150,20833
江苏省,苏州市,工业园区,东振小区,79,2,2,,4,低,南,2005,170,21518
江苏省,苏州市,工业园区,东振小区,79,2,2,1,4,低,暂无,1999,170,21519
江苏省,苏州市,工业园区,东振小区,71,3,1,,6,中,南,2005,152,21408
江苏省,苏州市,工业园区,东振小区,93,3,1,,4,中,南北,2005,220,23655
江苏省,苏州市,工业园区,东振小区,78,2,2,,11,低,暂无数据,2005,166,21025
江苏省,苏州市,工业园区,东振小区,186,6,2,,11,高,南,2005,308,16559
江苏省,苏州市,工业园区,东振小区,186,5,2,,11,高,南,2005,325,17473
江苏省,苏州市,工业园区,东振小区,79,2,2,,11,中,南,2005,170,21289
江苏省,苏州市,工业园区,董事汇,101,1,1,,28,高,西,2015,345,34158
江苏省,苏州市,工业园区,董事汇,93,1,2,,28,高,北,2015,330,35419
江苏省,苏州市,工业园区,董事汇,101,1,1,,28,高,西,2015,345,34158
江苏省,苏州市,工业园区,董事汇,100,1,2,,28,高,东,2015,340,34000
江苏省,苏州市,工业园区,董事汇,93,1,2,,28,高,南,2015,326,35054
江苏省,苏州市,工业园区,董事汇,93,2,1,,28,高,北,2015,293,31448
江苏省,苏州市,工业园区,董事汇,155,2,2,,28,高,东北,2015,550,35484
江苏省,苏州市,工业园区,董事汇,101,1,1,,28,高,西,2015,345,34158
江苏省,苏州市,工业园区,董事汇,100,1,2,,28,高,东,2015,340,34000
江苏省,苏州市,工业园区,董事汇,101,1,1,,28,高,西,2015,345,34158
江苏省,苏州市,工业园区,董事汇,93,1,2,,28,高,南,2015,326,35054
江苏省,苏州市,工业园区,董事汇,93,1,2,,28,高,南,2015,326,35054
江苏省,苏州市,工业园区,董事汇,93,1,2,,28,高,北,2015,330,35419
江苏省,苏州市,工业园区,董事汇,93,1,2,,28,高,北,2015,330,35419
江苏省,苏州市,工业园区,董事汇,155,2,2,,28,高,东北,2015,550,35484
江苏省,苏州市,工业园区,董事汇,101,1,2,,28,高,西南,2015,360,35644
江苏省,苏州市,工业园区,董事汇,101,1,2,,28,高,西南,2015,360,35644
江苏省,苏州市,工业园区,董事汇,101,1,1,,28,高,西,2015,345,34158
江苏省,苏州市,工业园区,董事汇,93,1,2,,28,高,北,2015,330,35419
江苏省,苏州市,工业园区,董事汇,155,2,2,,28,高,东北,2015,550,35484
江苏省,苏州市,工业园区,董事汇,93,1,2,,28,高,南,2015,326,35054
江苏省,苏州市,工业园区,董事汇,100,1,2,,28,高,东,2015,340,34000
江苏省,苏州市,工业园区,董事汇,155,2,2,,28,高,东南,2015,550,35484
江苏省,苏州市,工业园区,董事汇,93,1,2,,28,高,南,2015,326,35054
江苏省,苏州市,工业园区,董事汇,101,1,2,,28,高,西南,2015,360,35644
江苏省,苏州市,工业园区,董事汇,155,2,2,,28,高,东南,2015,550,35484
江苏省,苏州市,工业园区,董事汇,93,1,2,,28,高,南,2015,326,35054
江苏省,苏州市,工业园区,董事汇,93,1,2,,28,高,南,2015,326,35054
江苏省,苏州市,工业园区,董事汇,101,1,2,,28,高,西南,2015,360,35644
江苏省,苏州市,工业园区,董事汇云尚公馆,155,2,2,,28,高,暂无数据,,606,39096
江苏省,苏州市,工业园区,董事汇云尚公馆,101,1,2,,28,高,暂无数据,,371,36732
江苏省,苏州市,工业园区,董事汇云尚公馆,101,1,1,,28,高,西,,358,35445
江苏省,苏州市,工业园区,董事汇云尚公馆,93,1,2,1,35,高,南,2012,310,33333
江苏省,苏州市,工业园区,董事汇云尚公馆,155,2,1,,28,高,东北,,510,32903
江苏省,苏州市,工业园区,董事汇云尚公馆,101,1,1,,28,高,东,,380,37623
江苏省,苏州市,工业园区,董事汇云尚公馆,93,1,1,,28,高,东北,,350,37565
江苏省,苏州市,工业园区,董事汇云尚公馆,105,1,2,,28,高,暂无数据,,378,36000
江苏省,苏州市,工业园区,都市VIP,56,2,2,1,9,低,南,,56,10000
江苏省,苏州市,工业园区,都市VIP,50,1,1,1,9,低,西,2011,43,8600
江苏省,苏州市,工业园区,都市VIP,51,1,1,1,10,高,北,2011,48,9412
江苏省,苏州市,工业园区,都市VIP,53,1,2,,12,低,西北,2012,55,10377
江苏省,苏州市,工业园区,都市VIP,63,2,1,,13,低,西北,2012,65,10317
江苏省,苏州市,工业园区,都市VIP,63,2,1,,13,低,西北,2012,65,10317
江苏省,苏州市,工业园区,都市VIP,50,1,1,,13,低,北,2012,60,11912
江苏省,苏州市,工业园区,都市VIP,63,2,1,,13,低,西北,2012,65,10317
江苏省,苏州市,工业园区,都市VIP,53,1,2,,12,低,西北,2012,55,10377
江苏省,苏州市,工业园区,都市VIP,63,2,1,,13,低,西北,2012,65,10317
江苏省,苏州市,工业园区,都市VIP,51,1,1,1,12,低,北,2012,50,9804
江苏省,苏州市,工业园区,都市VIP,53,1,2,,12,低,西北,2012,55,10377
江苏省,苏州市,工业园区,都市VIP,53,2,1,,12,低,东,2012,53,9959
江苏省,苏州市,工业园区,都市VIP,52,1,1,,12,低,西北,2012,52,10000
江苏省,苏州市,工业园区,都市VIP,53,2,1,,12,低,东,2012,53,9959
江苏省,苏州市,工业园区,都市VIP,63,2,1,,13,低,西北,2012,65,10317
江苏省,苏州市,工业园区,都市VIP,53,1,2,,12,低,西北,2012,55,10377
江苏省,苏州市,工业园区,都市VIP,56,2,2,,12,高,南,2012,62,11071
江苏省,苏州市,工业园区,都市VIP,51,1,2,,13,高,北,2012,57,11176
江苏省,苏州市,工业园区,都市VIP,51,1,2,,13,高,北,2012,55,10784
江苏省,苏州市,工业园区,都市VIP,56,2,1,,13,高,南,2012,63,11250
江苏省,苏州市,工业园区,都市VIP,51,1,2,,13,高,北,2012,55,10784
江苏省,苏州市,工业园区,都市VIP,56,2,2,,12,高,南,2012,62,11071
江苏省,苏州市,工业园区,都市VIP,50,1,2,,12,高,北,2012,60,11858
江苏省,苏州市,工业园区,都市VIP,53,1,2,,12,高,西,2012,52,9811
江苏省,苏州市,工业园区,都市VIP,56,2,2,,12,高,南,2012,62,11071
江苏省,苏州市,工业园区,都市VIP,50,1,2,,12,高,北,2012,60,11858
江苏省,苏州市,工业园区,都市VIP,50,2,1,,12,高,北,2012,65,12846
江苏省,苏州市,工业园区,都市VIP,53,2,1,,12,高,东,2012,58,10898
江苏省,苏州市,工业园区,都市VIP,51,1,1,,12,高,北,2012,60,11765
江苏省,苏州市,工业园区,都市VIP,51,1,1,,12,高,北,2012,60,11765
江苏省,苏州市,工业园区,都市VIP,56,2,2,,12,高,南,2012,63,11250
江苏省,苏州市,工业园区,都市VIP,50,2,1,,12,高,北,2012,65,12846
江苏省,苏州市,工业园区,都市VIP,53,1,2,,12,高,西,2012,52,9811
江苏省,苏州市,工业园区,都市VIP,50,2,1,,12,高,北,2012,65,12846
江苏省,苏州市,工业园区,都市VIP,56,2,2,,12,高,南,2012,62,11071
江苏省,苏州市,工业园区,都市VIP,50,1,1,,13,中,北,2012,55,10908
江苏省,苏州市,工业园区,都市VIP,56,2,2,,13,中,南,2012,68,12143
江苏省,苏州市,工业园区,都市VIP,56,2,2,,13,中,南,2012,62,11071
江苏省,苏州市,工业园区,都市VIP,56,2,1,,12,中,南,2012,62,11016
江苏省,苏州市,工业园区,都市VIP,56,2,1,,13,中,东,2012,65,11607
江苏省,苏州市,工业园区,都市VIP,56,2,2,,13,中,南,2012,68,12143
江苏省,苏州市,工业园区,都市VIP,56,2,2,,13,中,南,2012,65,11607
江苏省,苏州市,工业园区,都市VIP,50,2,1,,13,中,北,2012,52,10400
江苏省,苏州市,工业园区,都市VIP,53,1,2,,12,中,西北,2012,53,9907
江苏省,苏州市,工业园区,都市VIP,56,2,2,,13,中,南,2012,62,11071
江苏省,苏州市,工业园区,都市VIP,50,2,1,,13,中,北,2012,52,10400
江苏省,苏州市,工业园区,都市VIP,53,1,2,,12,中,西北,2012,53,9907
江苏省,苏州市,工业园区,都市VIP,60,2,1,,12,中,南,2012,65,10686
江苏省,苏州市,工业园区,都市VIP,49,1,1,,12,中,北,2012,50,10204
江苏省,苏州市,工业园区,都市VIP,50,2,1,,13,中,北,2012,52,10400
江苏省,苏州市,工业园区,都市VIP,56,2,2,,13,中,南,2012,65,11607
江苏省,苏州市,工业园区,都市VIP,53,1,2,,12,中,西北,2012,53,9907
江苏省,苏州市,工业园区,都市VIP,56,2,2,,13,中,南,2012,62,11071
江苏省,苏州市,工业园区,都市VIP,50,1,1,,13,中,北,2012,55,10908
江苏省,苏州市,工业园区,都市VIP,56,3,2,1,18,低,南北,,60,10714
江苏省,苏州市,工业园区,都市VIP,51,1,1,1,12,低,北,2012,50,9804
江苏省,苏州市,工业园区,都市VIP,56,2,1,1,12,低,南,,63,11250
江苏省,苏州市,工业园区,都市花园,125,3,2,2,5,低,南北,2004,425,34000
江苏省,苏州市,工业园区,都市花园,165,4,2,2,4,低,南北,2001,565,34242
江苏省,苏州市,工业园区,都市花园,125,3,2,2,5,低,南北,2004,425,34000
江苏省,苏州市,工业园区,都市花园,118,3,2,2,6,低,南北,2005,430,36441
江苏省,苏州市,工业园区,都市花园,165,4,2,2,1,低,西,2003,550,33333
江苏省,苏州市,工业园区,都市花园,128,3,2,2,5,低,南,2000,425,33203
江苏省,苏州市,工业园区,都市花园,125,3,2,2,5,低,南北,2004,425,34000
江苏省,苏州市,工业园区,都市花园,128,3,2,2,5,低,南,2000,425,33203
江苏省,苏州市,工业园区,都市花园,128,3,2,2,5,低,南,2000,425,33203
江苏省,苏州市,工业园区,都市花园,125,3,2,2,5,低,南北,2004,425,34000
江苏省,苏州市,工业园区,都市花园,139,3,2,2,4,低,南北,2001,495,35612
江苏省,苏州市,工业园区,都市花园,128,3,2,2,5,低,南,2000,425,33203
江苏省,苏州市,工业园区,都市花园,125,3,2,2,5,低,南北,2004,425,34000
江苏省,苏州市,工业园区,都市花园,128,3,2,2,5,低,南,2000,425,33203
江苏省,苏州市,工业园区,都市花园,125,3,2,2,5,低,南北,2004,425,34000
江苏省,苏州市,工业园区,都市花园,125,3,2,2,6,低,南北,2005,415,33121
江苏省,苏州市,工业园区,都市花园,219,4,2,3,2,低,暂无,2003,700,31958
江苏省,苏州市,工业园区,都市花园,128,3,2,2,5,低,南,2000,425,33203
江苏省,苏州市,工业园区,都市花园,125,3,2,2,5,低,南北,2004,425,34000
江苏省,苏州市,工业园区,都市花园,125,3,2,2,5,低,南北,2004,425,34000
江苏省,苏州市,工业园区,都市花园,166,4,2,2,4,低,南北,2001,565,34036
江苏省,苏州市,工业园区,都市花园,125,3,2,2,1,低,南,2005,430,34208
江苏省,苏州市,工业园区,都市花园,125,3,2,2,5,低,南北,2004,425,34000
江苏省,苏州市,工业园区,都市花园,128,3,2,2,5,低,南,2000,425,33203
江苏省,苏州市,工业园区,都市花园,166,4,2,2,4,低,南北,2001,565,34036
江苏省,苏州市,工业园区,都市花园,131,3,2,2,5,高,暂无,2004,450,34221
江苏省,苏州市,工业园区,都市花园,99,2,2,2,5,中,南北,2003,368,37172
江苏省,苏州市,工业园区,都市花园,99,2,2,2,5,中,南北,2003,368,37172
江苏省,苏州市,工业园区,都市花园,111,3,2,2,5,中,南北,2001,410,36778
江苏省,苏州市,工业园区,都市花园,99,3,2,1,5,中,南,2001,365,36754
江苏省,苏州市,工业园区,都市花园,99,2,2,2,5,中,南北,2003,368,37172
江苏省,苏州市,工业园区,都市花园,99,2,2,2,5,中,南北,2003,368,37172
江苏省,苏州市,工业园区,都市花园,129,3,2,2,5,中,南,2001,410,31783
江苏省,苏州市,工业园区,都市花园,99,2,2,2,5,中,南北,2003,368,37172
江苏省,苏州市,工业园区,都市花园,99,2,2,1,6,中,暂无,2002,350,35354
江苏省,苏州市,工业园区,都市花园,99,2,2,2,5,中,南北,2003,368,37172
江苏省,苏州市,工业园区,都市花园,99,2,2,2,5,中,南北,2003,368,37172
江苏省,苏州市,工业园区,都市花园,99,2,2,2,5,中,南北,2003,368,37172
江苏省,苏州市,工业园区,都市花园,129,3,2,2,5,中,南,2001,410,31783
江苏省,苏州市,工业园区,都市花园,130,3,2,2,9,低,南北,2004,412,31692
江苏省,苏州市,工业园区,都市花园,164,4,2,2,11,低,南北,2002,558,34024
江苏省,苏州市,工业园区,都市花园,130,3,2,2,9,低,南北,2004,412,31692
江苏省,苏州市,工业园区,都市花园,130,3,2,2,9,低,南北,2004,412,31692
江苏省,苏州市,工业园区,都市花园,130,3,2,2,9,低,南北,2004,412,31692
江苏省,苏州市,工业园区,都市花园,164,4,2,2,10,低,南北,2004,568,34634
江苏省,苏州市,工业园区,都市花园,164,4,2,2,10,低,南北,2004,568,34634
江苏省,苏州市,工业园区,都市花园,164,4,2,2,10,低,南北,2004,568,34634
江苏省,苏州市,工业园区,都市花园,164,4,2,2,11,低,南北,2002,558,34024
江苏省,苏州市,工业园区,都市花园,164,4,2,2,10,低,南北,2004,568,34634
江苏省,苏州市,工业园区,都市花园,130,3,2,2,9,低,南北,2004,412,31692
江苏省,苏州市,工业园区,都市花园,164,4,2,2,11,低,南北,2002,558,34024
江苏省,苏州市,工业园区,都市花园,164,4,2,2,11,低,南北,2002,558,34024
江苏省,苏州市,工业园区,都市花园,130,3,2,2,9,低,南北,2004,412,31692
江苏省,苏州市,工业园区,都市花园,164,4,2,2,11,低,南北,2002,558,34024
江苏省,苏州市,工业园区,都市花园,164,4,2,2,10,低,南北,2004,568,34634
江苏省,苏州市,工业园区,都市花园,130,3,2,2,9,低,南北,2004,412,31692
江苏省,苏州市,工业园区,都市花园,164,4,2,2,10,低,南北,2004,568,34634
江苏省,苏州市,工业园区,都市花园,164,4,2,2,11,低,南北,2002,558,34024
江苏省,苏州市,工业园区,都市花园,130,3,2,2,9,低,南北,2004,412,31692
江苏省,苏州市,工业园区,都市花园,164,4,2,2,11,低,南北,2002,558,34024
江苏省,苏州市,工业园区,都市花园,164,4,2,2,11,低,南北,2002,558,34024
江苏省,苏州市,工业园区,都市花园,164,4,2,2,11,低,南北,2002,558,34024
江苏省,苏州市,工业园区,都市花园,130,3,2,2,9,低,南北,2004,412,31692
江苏省,苏州市,工业园区,都市花园,130,3,2,2,9,低,南北,2004,412,31692
江苏省,苏州市,工业园区,都市花园,130,3,2,2,9,低,南北,2004,412,31692
江苏省,苏州市,工业园区,都市花园,89,2,2,1,11,低,南,2001,313,35169
江苏省,苏州市,工业园区,都市花园,89,2,2,1,11,低,南,2001,313,35169
江苏省,苏州市,工业园区,都市花园,164,4,2,2,10,低,南北,2004,568,34634
江苏省,苏州市,工业园区,都市花园,130,3,2,2,9,低,南北,2004,412,31692
江苏省,苏州市,工业园区,都市花园,164,4,2,2,11,低,南北,2002,558,34024
江苏省,苏州市,工业园区,都市花园,130,3,2,2,9,低,南北,2004,412,31692
江苏省,苏州市,工业园区,都市花园,164,4,2,2,11,低,南北,2002,558,34024
江苏省,苏州市,工业园区,都市花园,164,4,2,2,11,低,南北,2002,558,34024
江苏省,苏州市,工业园区,都市花园,164,4,2,2,11,低,南北,2002,558,34024
江苏省,苏州市,工业园区,都市花园,164,4,2,2,10,低,南北,2004,568,34634
江苏省,苏州市,工业园区,都市花园,130,3,2,2,9,低,南北,2004,412,31692
江苏省,苏州市,工业园区,都市花园,130,3,2,2,9,低,南北,2004,412,31692
江苏省,苏州市,工业园区,都市花园,130,3,2,2,9,低,南北,2004,412,31692
江苏省,苏州市,工业园区,都市花园,124,3,2,2,9,低,暂无,2001,378,30271
江苏省,苏州市,工业园区,都市花园,164,4,2,2,11,低,南北,2002,558,34024
江苏省,苏州市,工业园区,都市花园,135,3,2,2,9,高,暂无,2002,450,33333
江苏省,苏州市,工业园区,都市花园,142,3,2,2,9,中,南北,2004,453,31901
江苏省,苏州市,工业园区,都市花园,234,4,2,2,11,中,南北,2005,736,31359
江苏省,苏州市,工业园区,都市花园,142,3,2,2,20,低,南北,2001,386,27183
江苏省,苏州市,工业园区,都市花园,178,4,2,2,17,高,南北,2003,515,28933
江苏省,苏州市,工业园区,都市花园,176,4,2,2,25,高,南北,2004,575,32670
江苏省,苏州市,工业园区,都市花园,140,3,2,2,19,高,南,2004,440,31429
江苏省,苏州市,工业园区,都市花园,142,3,2,2,20,中,南,2004,430,30282
江苏省,苏州市,工业园区,都市花园,185,4,2,2,14,中,南北,2001,565,30541
江苏省,苏州市,工业园区,都市花园,154,3,2,2,21,中,南北,2004,520,33766
江苏省,苏州市,工业园区,都市花园,185,4,2,2,14,中,南北,2001,565,30541
江苏省,苏州市,工业园区,都市花园,176,4,2,2,25,低,南北,2004,575,32670
江苏省,苏州市,工业园区,都市花园,140,3,2,2,19,低,南,2004,440,31429
江苏省,苏州市,工业园区,都市花园,176,4,2,2,25,低,南北,2004,575,32670
江苏省,苏州市,工业园区,都市花园,154,3,2,2,21,低,南北,2004,520,33766
江苏省,苏州市,工业园区,都市花园,140,3,2,2,19,高,南,2004,440,31429
江苏省,苏州市,工业园区,都市花园,176,4,2,2,25,高,南北,2004,575,32670
江苏省,苏州市,工业园区,都市花园,176,4,2,2,25,高,南北,2004,575,32670
江苏省,苏州市,工业园区,都市花园,176,4,2,2,25,高,南北,2004,575,32670
江苏省,苏州市,工业园区,都市花园,140,3,2,2,19,高,南,2004,440,31429
江苏省,苏州市,工业园区,都市花园,176,4,2,2,25,高,南北,2004,575,32670
江苏省,苏州市,工业园区,都市花园,176,4,2,2,25,高,南北,2004,575,32670
江苏省,苏州市,工业园区,都市花园,176,4,2,2,25,高,南北,2004,575,32670
江苏省,苏州市,工业园区,都市花园,176,4,2,2,25,高,南北,2004,575,32670
江苏省,苏州市,工业园区,都市花园,176,4,2,2,25,高,南北,2004,575,32670
江苏省,苏州市,工业园区,都市花园,140,3,2,2,19,高,南,2004,440,31429
江苏省,苏州市,工业园区,都市花园,140,3,2,2,19,高,南,2004,440,31429
江苏省,苏州市,工业园区,都市花园,176,4,2,2,25,高,南北,2004,575,32670
江苏省,苏州市,工业园区,都市花园,176,4,2,2,25,高,南北,2004,575,32670
江苏省,苏州市,工业园区,都市花园,176,4,2,2,25,高,南北,2004,575,32670
江苏省,苏州市,工业园区,都市花园,140,3,2,2,19,高,南,2004,440,31429
江苏省,苏州市,工业园区,都市花园,140,3,2,2,19,高,南,2004,440,31429
江苏省,苏州市,工业园区,都市花园,176,4,2,2,25,高,南北,2004,575,32670
江苏省,苏州市,工业园区,都市花园,154,3,2,2,21,中,南北,2004,520,33766
江苏省,苏州市,工业园区,都市花园,89,2,2,1,22,中,南北,2004,320,35818
江苏省,苏州市,工业园区,都市花园,89,2,2,1,22,中,南北,2004,320,35818
江苏省,苏州市,工业园区,都市花园,142,3,2,2,20,中,南,2004,430,30282
江苏省,苏州市,工业园区,都市花园,89,2,2,1,22,中,南北,2004,320,35818
江苏省,苏州市,工业园区,都市花园,154,3,2,2,21,中,南北,2004,520,33766
江苏省,苏州市,工业园区,都市花园,142,3,2,2,20,中,南,2004,430,30282
江苏省,苏州市,工业园区,都市花园,142,3,2,2,20,中,南,2004,430,30282
江苏省,苏州市,工业园区,都市花园,154,3,2,2,21,中,南北,2004,520,33766
江苏省,苏州市,工业园区,都市花园,154,3,2,2,21,中,南北,2004,520,33766
江苏省,苏州市,工业园区,都市花园,142,3,2,2,20,中,南,2004,430,30282
江苏省,苏州市,工业园区,都市花园,154,3,2,2,21,中,南北,2004,520,33766
江苏省,苏州市,工业园区,都市花园,89,2,2,1,22,中,南北,2004,320,35818
江苏省,苏州市,工业园区,都市花园,89,2,2,1,22,中,南北,2004,320,35818
江苏省,苏州市,工业园区,都市花园,89,2,2,1,22,中,南北,2004,320,35818
江苏省,苏州市,工业园区,都市花园,89,2,2,1,22,中,南北,2004,320,35818
江苏省,苏州市,工业园区,都市花园,154,3,2,2,21,中,南北,2004,520,33766
江苏省,苏州市,工业园区,都市花园,142,3,2,2,20,中,南,2004,430,30282
江苏省,苏州市,工业园区,都市花园,142,3,2,2,20,中,南,2004,430,30282
江苏省,苏州市,工业园区,都市花园,142,3,2,2,20,中,南,2004,430,30282
江苏省,苏州市,工业园区,都市花园东区,244,4,2,,0,低,,2001,770,31488
江苏省,苏州市,工业园区,都市花园东区,219,4,2,,0,低,,2001,730,33333
江苏省,苏州市,工业园区,都市花园东区,256,5,2,,0,低,,2001,796,31042
江苏省,苏州市,工业园区,都市花园东区,219,4,2,,4,低,南北,2001,730,33333
江苏省,苏州市,工业园区,都市花园东区,219,4,2,,4,低,南北,2001,760,34703
江苏省,苏州市,工业园区,都市花园东区,219,4,2,,4,低,南北,2001,775,35388
江苏省,苏州市,工业园区,都市花园东区,139,3,2,,5,低,南北,2001,495,35468
江苏省,苏州市,工业园区,都市花园东区,219,4,2,,4,低,南北,2001,775,35388
江苏省,苏州市,工业园区,都市花园东区,163,4,2,,5,高,南北,2001,510,31155
江苏省,苏州市,工业园区,都市花园东区,256,4,3,,4,高,南北,2001,780,30469
江苏省,苏州市,工业园区,都市花园东区,140,3,2,,5,高,南北,2001,468,33398
江苏省,苏州市,工业园区,都市花园东区,163,4,2,,5,高,南北,2001,510,31155
江苏省,苏州市,工业园区,都市花园东区,151,4,2,,5,高,南北,2001,530,34928
江苏省,苏州市,工业园区,都市花园东区,140,3,2,,5,高,南北,2001,475,33897
江苏省,苏州市,工业园区,都市花园东区,151,4,2,,5,高,南北,2001,530,34928
江苏省,苏州市,工业园区,都市花园东区,151,4,2,,5,高,南北,2001,530,34928
江苏省,苏州市,工业园区,都市花园东区,151,4,2,,5,高,南北,2001,546,36006
江苏省,苏州市,工业园区,都市花园东区,151,4,2,,5,高,南北,2001,530,34928
江苏省,苏州市,工业园区,都市花园东区,140,3,2,,5,高,南北,2001,475,33897
江苏省,苏州市,工业园区,都市花园东区,246,4,2,,4,高,南北,2001,770,31301
江苏省,苏州市,工业园区,都市花园东区,165,4,3,,5,高,南北,2001,510,30909
江苏省,苏州市,工业园区,都市花园东区,151,4,2,,5,高,南北,2001,530,34928
江苏省,苏州市,工业园区,都市花园东区,246,4,2,,4,高,南北,2001,770,31301
江苏省,苏州市,工业园区,都市花园东区,140,3,2,,5,高,南北,2001,475,33897
江苏省,苏州市,工业园区,都市花园东区,165,4,2,,5,高,南北,2001,535,32420
江苏省,苏州市,工业园区,都市花园东区,140,3,2,,5,高,南北,2001,468,33398
江苏省,苏州市,工业园区,都市花园东区,188,4,3,,5,高,南北,2001,562,29894
江苏省,苏州市,工业园区,都市花园东区,159,4,2,,5,高,南北,2001,580,36393
江苏省,苏州市,工业园区,都市花园东区,165,4,2,,5,高,南北,2001,535,32420
江苏省,苏州市,工业园区,都市花园东区,165,4,3,,5,高,南北,2001,510,30909
江苏省,苏州市,工业园区,都市花园东区,140,3,2,,5,高,南北,2001,475,33897
江苏省,苏州市,工业园区,都市花园东区,159,4,2,,5,高,南北,2001,580,36393
江苏省,苏州市,工业园区,都市花园东区,165,4,2,,5,高,南,2001,510,30909
江苏省,苏州市,工业园区,都市花园东区,165,4,2,,5,高,南,2001,555,33632
江苏省,苏州市,工业园区,都市花园东区,163,4,2,,5,高,南北,2001,500,30544
江苏省,苏州市,工业园区,都市花园东区,165,4,2,,5,高,南北,2001,535,32420
江苏省,苏州市,工业园区,都市花园东区,236,4,2,,4,高,南北,2001,760,32203
江苏省,苏州市,工业园区,都市花园东区,165,4,3,,5,高,南北,2001,510,30909
江苏省,苏州市,工业园区,都市花园东区,165,4,3,,5,高,南北,2001,510,30909
江苏省,苏州市,工业园区,都市花园东区,111,2,2,,5,中,南北,2001,470,42160
江苏省,苏州市,工业园区,都市花园东区,139,3,2,,5,中,南北,2001,505,36331
江苏省,苏州市,工业园区,都市花园东区,111,2,2,,5,中,南北,2001,470,42160
江苏省,苏州市,工业园区,都市花园东区,110,3,2,,5,中,暂无数据,2001,458,41636
江苏省,苏州市,工业园区,都市花园东区,139,3,2,,5,中,暂无数据,2001,498,35724
江苏省,苏州市,工业园区,都市花园东区,139,3,2,,5,中,南北,2001,505,36331
江苏省,苏州市,工业园区,都市花园东区,132,3,2,,5,中,南北,2001,515,39015
江苏省,苏州市,工业园区,都市花园东区,139,3,2,,5,中,南北,2001,505,36331
江苏省,苏州市,工业园区,都市花园东区,111,2,2,,5,中,南北,2001,470,42160
江苏省,苏州市,工业园区,都市花园东区,119,3,2,,5,中,南北,2001,455,38104
江苏省,苏州市,工业园区,都市花园东区,91,2,2,,5,中,南北,2001,400,43597
江苏省,苏州市,工业园区,都市花园东区,111,3,2,,5,中,南北,2001,398,35701
江苏省,苏州市,工业园区,都市花园东区,139,3,2,,5,中,南北,2001,505,36331
江苏省,苏州市,工业园区,都市花园东区,111,3,2,,5,中,暂无数据,2001,398,35701
江苏省,苏州市,工业园区,都市花园东区,143,3,2,,9,低,南北,2001,500,34965
江苏省,苏州市,工业园区,都市花园东区,164,4,2,,9,低,南北,2001,560,34146
江苏省,苏州市,工业园区,都市花园东区,164,4,2,,9,低,南北,2001,573,34939
江苏省,苏州市,工业园区,都市花园东区,143,3,2,,9,低,暂无数据,2001,511,35734
江苏省,苏州市,工业园区,都市花园东区,164,4,2,,9,低,南北,2001,560,34100
江苏省,苏州市,工业园区,都市花园东区,143,3,2,,9,低,南北,2001,500,34965
江苏省,苏州市,工业园区,都市花园东区,143,3,2,,9,低,南北,2001,500,34965
江苏省,苏州市,工业园区,都市花园东区,142,3,2,,9,高,南,2001,490,34507
江苏省,苏州市,工业园区,都市花园东区,130,3,2,,9,中,南北,2001,475,36538
江苏省,苏州市,工业园区,都市花园三期,110,3,2,2,1,低,南北,2005,410,37273
江苏省,苏州市,工业园区,都市花园三期,164,4,2,2,9,低,暂无,2002,500,30488
江苏省,苏州市,工业园区,都市花园三期,165,4,2,2,9,中,南北,2002,475,28788
江苏省,苏州市,工业园区,都市花园四期,141,3,2,2,5,低,南北,2003,348,24681
